Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status
Single,Ordinance No. 854-B/99,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,22,No,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,13.0,0,0,6,7,6,13.142857142857142,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,34,No,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,No,18,No,0,7,9,6,12.385714285714286,0,0,8,9,8,13.755555555555556,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,20,No,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,20,Yes,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,No,No,No,Yes,Male,No,25,No,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,4,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Unskilled Workers,Yes,No,No,Yes,Male,No,18,No,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,No,No,No,Male,No,18,No,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Administrative Staff,No,No,No,Yes,Female,Yes,19,No,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Female,Yes,21,No,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,Transfer,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Bachelor’s Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Female,No,29,No,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.0,0,0,6,6,6,11.833333333333334,0,12.4,0.5,1.79,Graduate
Single,Change in institution/course,1,Social Service (evening attendance),Evening,Professional higher technical course,Portuguese,General commerce course,Basic Edu 1st Cycle,Physical Science Specialists,Unskilled Industry/Transport,Yes,No,Yes,Yes,Female,Yes,21,No,13,13,13,11,12.727272727272728,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduate
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Brazilian,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,No,No,No,Yes,Female,No,34,Yes,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Cape Verdean,Secondary Education,Basic Edu 1st Cycle,Technicians & Professionals,Unskilled Workers,Yes,No,No,Yes,Female,No,20,Yes,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,24,No,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Male,No,18,No,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Male,No,19,No,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,No,Yes,Male,Yes,18,No,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,9,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Male,No,28,No,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,28,No,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Student,Service/Sales/Security,No,No,No,Yes,Male,No,20,No,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Skilled Industry Workers,Administrative Staff,Yes,No,No,Yes,Male,No,22,No,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Service/Sales/Security,Yes,No,No,Yes,Male,No,20,No,0,6,10,6,12.714285714285714,0,0,6,8,4,13.0,0,12.4,0.5,1.79,Enrolled
Single,Over 23 years old,2,Oral Hygiene,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Administrative Staff,No,No,No,Yes,Male,No,26,No,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Male,No,21,No,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—special contingent (Madeira Island),2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Male,No,22,No,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,Graduate
Married,Over 23 years old,1,Informatics Engineering,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,36,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,5,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Master’s Degree,Scientific Specialists,Scientific Specialists,No,No,No,Yes,Male,No,20,No,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Service/Sales/Security,Administrative Staff,No,No,No,Yes,Male,No,25,No,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Farmers/Ag Workers,Administrative Staff,No,No,No,Yes,Male,No,35,No,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Change in course,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Tech Specialization Course,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Male,No,26,No,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Service/Sales/Security,No,No,Yes,No,Male,No,20,No,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout
Single,Change in course,1,Social Service (evening attendance),Evening,Other—11th year,Portuguese,Administration & Commerce course,Secondary Education,Unskilled Workers,Armed Forces,No,No,No,Yes,Male,No,50,No,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,No,No,No,Yes,Male,No,20,No,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Machine Operators,No,No,No,Yes,Male,No,20,No,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Armed Forces,No,No,No,No,Male,No,35,No,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Male,No,43,No,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Scientific Specialists,Legislative/Executive Officers,No,No,No,Yes,Male,No,19,No,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,25,No,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,Graduate
Single,1st phase—special contingent (Madeira Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Service/Sales/Security,Armed Forces,Yes,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Unskilled Workers,No,No,No,Yes,Male,No,32,No,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout
Married,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 2nd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,57,No,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,No,No,No,No,Male,No,20,No,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,No,Male,No,38,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Higher Education Degree,Unskilled Workers,Technicians & Professionals,No,No,No,Yes,Male,No,45,No,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Armed Forces,No,No,Yes,No,Male,No,43,No,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,Dropout
Single,2nd phase—general contingent,4,Communication Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,No,Male,No,49,No,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,43,No,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,34,No,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase—general contingent,5,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Legislative/Executive Officers,Administrative Staff,No,No,No,Yes,Male,No,43,No,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Machine Operators,No,No,No,Yes,Male,No,21,No,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,2nd cycle general high school,Unknown,Blank,Blank,No,No,No,Yes,Male,No,40,No,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,Yes,19,No,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Legislative/Executive Officers,Legislative/Executive Officers,No,No,No,Yes,Male,No,27,No,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled
Married,Transfer,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,43,No,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Dropout
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,No,31,No,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Accounting & Admin course,Secondary Education,Physical Science Specialists,Legal/Social/Culture Technicians,Yes,No,Yes,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Finance/Registry Operators,Other Armed Forces,No,No,No,Yes,Male,No,34,No,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduate
Divorced,Change in course,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,30,No,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,Graduate
Married,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Machine Operators,No,No,No,Yes,Male,No,36,No,0,7,9,6,12.783333333333331,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Skilled Industry Workers,No,No,Yes,No,Male,No,46,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Unskilled Workers,No,No,No,Yes,Male,No,22,No,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0,7.6,2.6,0.32,Graduate
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education—degree,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Unskilled Workers,No,No,No,Yes,Male,No,27,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Health Professionals,Unskilled Ag Workers,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled
Single,Change in institution/course,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,No,No,No,Yes,Male,No,20,No,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Other Situation,Other Situation,No,No,Yes,No,Male,No,31,No,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Male,No,20,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Other Situation,Machine Operators,Yes,No,No,No,Male,No,21,No,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,21,No,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Master’s Degree,Unskilled Workers,Armed Forces,No,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate
Single,2nd phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,Yes,20,No,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,1,Agronomy,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Administrative Staff,No,No,No,Yes,Male,No,18,No,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Finance/Admin Specialists,Teachers,No,No,Yes,Yes,Male,No,30,No,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled
Single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Legislative/Executive Officers,No,No,Yes,No,Male,No,34,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Other Admin Support,Construction Workers,No,No,Yes,No,Male,No,21,No,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Secondary Education,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,20,No,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout
